"fbctn_yr","stdg_cd","lclsf_cd","stdg_nm","lclsf_nm","sqmt1_gpp","sqmt1_npp","biotop_whol_gpp","biotop_whol_npp","biotop_area","frst_rgtr_id","frst_reg_dt","mdfr_id","mdfcn_dt"
"2025","41273109  ",H,선부동,조성녹지,1.4376890043,0.6362418709,1097803.9183596700,485827.4750796190,763589.284655429,system,2025-07-20 01:48:12.519,system,2025-07-20 01:48:12.519
"2025","41273109  ",I,선부동,시가화건조지,0.0075147951,0.0036071016,22135.5071512396,10625.0434383500,2945590.248026480,system,2025-07-20 01:48:12.519,system,2025-07-20 01:48:12.519
"2025","41273110  ",A,대부동동,자연산림,2.1751988613,1.0351544735,5582444.5675956200,2656627.2031769500,2566406.532693070,system,2025-07-20 01:48:14.468,system,2025-07-20 01:48:14.468
"2025","41461102  ",I,역북동,시가화건조지,0.0308295035,0.0147981617,106456.9149297870,51099.3191396400,3453085.611213640,system,2025-07-20 01:53:13.592,system,2025-07-20 01:53:13.592
"2025","41461103  ",A,삼가동,자연산림,1.8452374200,0.9940953082,4029396.6387042800,2170779.8951866000,2183673.816131680,system,2025-07-20 01:53:16.160,system,2025-07-20 01:53:16.160
"2025","41461103  ",B,삼가동,식재산림,1.7214415784,0.8251507024,1894212.4200810000,907966.1653655470,1100364.045936280,system,2025-07-20 01:53:16.160,system,2025-07-20 01:53:16.160
"2025","41461103  ",C,삼가동,산지습지,1.9369963668,1.2396776753,3559.9683175482,2278.3797241600,1837.880740776,system,2025-07-20 01:53:16.160,system,2025-07-20 01:53:16.160
"2025","41461103  ",D,삼가동,호소,0.4961621571,0.3175437812,1981.8275042975,1268.3696051800,3994.314108400,system,2025-07-20 01:53:16.160,system,2025-07-20 01:53:16.160
"2025","41461103  ",E,삼가동,하천습지,0.1757227338,0.0884586243,10900.5509800460,5487.3249615292,62032.673556087,system,2025-07-20 01:53:16.160,system,2025-07-20 01:53:16.160
"2025","41461103  ",G,삼가동,농업지역,1.1892637488,0.7853160275,499079.3352743780,329561.0426258250,419654.038720717,system,2025-07-20 01:53:16.160,system,2025-07-20 01:53:16.160
"2025","41461103  ",H,삼가동,조성녹지,0.8707149266,0.3515524418,686906.0523994280,277339.3364854680,788898.905296180,system,2025-07-20 01:53:16.160,system,2025-07-20 01:53:16.160
"2025","41273110  ",B,대부동동,식재산림,2.1521696521,1.0341481917,3228315.2262216300,1551251.4779016700,1500028.226447420,system,2025-07-20 01:48:14.468,system,2025-07-20 01:48:14.468
"2025","41461103  ",I,삼가동,시가화건조지,0.0387190547,0.0185851463,72547.7990366635,34822.9435409574,1873697.576528520,system,2025-07-20 01:53:16.160,system,2025-07-20 01:53:16.160
"2025","41461104  ",A,남동,자연산림,1.8804796609,1.0099062329,2391826.9658514300,1284523.8431154800,1271923.868996000,system,2025-07-20 01:53:18.209,system,2025-07-20 01:53:18.209
"2025","41461104  ",B,남동,식재산림,1.9447977986,0.9333982802,2737197.2407674600,1313707.3679753500,1407445.670071820,system,2025-07-20 01:53:18.209,system,2025-07-20 01:53:18.209
"2025","41461104  ",C,남동,산지습지,1.9301723453,0.8804467336,18050.2782186196,8233.6214878200,9351.640677389,system,2025-07-20 01:53:18.209,system,2025-07-20 01:53:18.209
"2025","41461104  ",D,남동,호소,0.2328567256,0.1361852549,15195.9170052954,8887.2667334700,65258.656232617,system,2025-07-20 01:53:18.209,system,2025-07-20 01:53:18.209
"2025","41461104  ",E,남동,하천습지,0.2295356483,0.0814327623,16984.1299396267,6025.4893974975,73993.430048524,system,2025-07-20 01:53:18.209,system,2025-07-20 01:53:18.209
"2025","41461104  ",G,남동,농업지역,1.2339194782,0.8330961246,908391.9938970380,613312.1837283920,736184.175677148,system,2025-07-20 01:53:18.209,system,2025-07-20 01:53:18.209
"2025","41461104  ",H,남동,조성녹지,0.6798984694,0.2553794572,340142.1039565140,127762.1729920500,500283.673613515,system,2025-07-20 01:53:18.209,system,2025-07-20 01:53:18.209
"2025","41461104  ",I,남동,시가화건조지,0.0516494427,0.0247917325,89724.2349406727,43067.6327420434,1737177.213727340,system,2025-07-20 01:53:18.209,system,2025-07-20 01:53:18.209
"2025","41461105  ",A,유방동,자연산림,1.8261196847,0.9751168625,3174177.7606668200,1694956.9543135500,1738209.049097340,system,2025-07-20 01:53:19.689,system,2025-07-20 01:53:19.689
"2025","41461105  ",B,유방동,식재산림,1.8535640877,0.8894785106,2717247.5896417900,1303938.3720711300,1465958.262578340,system,2025-07-20 01:53:19.689,system,2025-07-20 01:53:19.689
"2025","41461105  ",C,유방동,산지습지,1.8473668492,1.1481225275,15899.8948550349,9881.6472081200,8606.788013761,system,2025-07-20 01:53:19.689,system,2025-07-20 01:53:19.689
"2025","41461105  ",D,유방동,호소,0.0000000000,0.0000000000,0.0000000000,0.0000000000,11739.869509490,system,2025-07-20 01:53:19.689,system,2025-07-20 01:53:19.689
"2025","41461105  ",E,유방동,하천습지,0.4376229988,0.2210241802,129297.7080898410,65302.6006596042,295454.554361228,system,2025-07-20 01:53:19.689,system,2025-07-20 01:53:19.689
"2025","41461105  ",G,유방동,농업지역,1.1235677880,0.7265008786,701880.8643486410,453837.3830519220,624689.379525670,system,2025-07-20 01:53:19.689,system,2025-07-20 01:53:19.689
"2025","41461105  ",H,유방동,조성녹지,1.1617912588,0.4597664746,526522.9672056940,208365.8373361480,453199.284497845,system,2025-07-20 01:53:19.689,system,2025-07-20 01:53:19.689
"2025","41461105  ",I,유방동,시가화건조지,0.0479364836,0.0230095122,126052.0627857970,60504.9901620283,2629564.232574920,system,2025-07-20 01:53:19.689,system,2025-07-20 01:53:19.689
"2025","41461106  ",A,고림동,자연산림,2.0291109339,1.0875982119,1867551.6113234200,1001002.8328476700,920379.255801923,system,2025-07-20 01:53:22.055,system,2025-07-20 01:53:22.055
"2025","41273110  ",D,대부동동,호소,0.1703791751,0.0899520298,44226.2775000069,23349.3525780298,259575.605192163,system,2025-07-20 01:48:14.468,system,2025-07-20 01:48:14.468
"2025","41273110  ",E,대부동동,하천습지,0.0000000000,0.0000000000,0.0000000000,0.0000000000,32474.803410783,system,2025-07-20 01:48:14.468,system,2025-07-20 01:48:14.468
"2025","41273110  ",ETC,대부동동,기타,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2680.120927177,system,2025-07-20 01:48:14.468,system,2025-07-20 01:48:14.468
"2025","41273110  ",F,대부동동,연안습지,0.0731802601,0.0460574420,44099.5558288545,27754.9264395247,602615.456431022,system,2025-07-20 01:48:14.468,system,2025-07-20 01:48:14.468
"2025","41273110  ",G,대부동동,농업지역,0.9438976075,0.5780408768,2953133.1529009500,1808492.4292205300,3128658.372908570,system,2025-07-20 01:48:14.468,system,2025-07-20 01:48:14.468
"2025","41273110  ",H,대부동동,조성녹지,0.1918777237,0.0729470486,49926.1163707184,18980.6443850940,260197.564385611,system,2025-07-20 01:48:14.468,system,2025-07-20 01:48:14.468
"2025","41273110  ",I,대부동동,시가화건조지,0.2425071932,0.1164034527,554511.8025492100,266165.6652595150,2286578.782490210,system,2025-07-20 01:48:14.468,system,2025-07-20 01:48:14.468
"2025","41461106  ",B,고림동,식재산림,1.9925141198,0.9549176797,2056700.9605460000,985679.3934534750,1032213.995431270,system,2025-07-20 01:53:22.055,system,2025-07-20 01:53:22.055
"2025","41461106  ",C,고림동,산지습지,1.9808444148,0.9036832189,39582.0935793057,18057.7906413500,19982.434401563,system,2025-07-20 01:53:22.055,system,2025-07-20 01:53:22.055
"2025","41461106  ",D,고림동,호소,0.3077637311,0.1416416541,3688.9170082759,1697.7449058400,11986.197966820,system,2025-07-20 01:53:22.055,system,2025-07-20 01:53:22.055
"2025","41461106  ",E,고림동,하천습지,0.6306029175,0.3328782184,144257.3636908090,76149.5592231005,228761.015348437,system,2025-07-20 01:53:22.055,system,2025-07-20 01:53:22.055
"2025","41461106  ",ETC,고림동,기타,0.0000000000,0.0000000000,0.0000000000,0.0000000000,24094.588226165,system,2025-07-20 01:53:22.055,system,2025-07-20 01:53:22.055
"2025","41461106  ",G,고림동,농업지역,1.1818628470,0.7728706407,1102171.5459137300,720757.0920660350,932571.447448687,system,2025-07-20 01:53:22.055,system,2025-07-20 01:53:22.055
"2025","41461106  ",H,고림동,조성녹지,1.1301277259,0.4882863914,321410.4539221090,138869.5694179990,284401.883559487,system,2025-07-20 01:53:22.055,system,2025-07-20 01:53:22.055
"2025","41273111  ",A,대부북동,자연산림,1.7333693963,0.8127613721,5201752.5627374100,2439055.1483086700,3000948.657430870,system,2025-07-20 01:48:19.139,system,2025-07-20 01:48:19.139
"2025","41273111  ",B,대부북동,식재산림,1.9479004734,0.9370393948,2741408.8922753000,1318757.3823645000,1407365.997246760,system,2025-07-20 01:48:19.139,system,2025-07-20 01:48:19.139
"2025","41461106  ",I,고림동,시가화건조지,0.0185310379,0.0088948982,55138.2237244041,26466.3473711454,2975452.536915300,system,2025-07-20 01:53:22.055,system,2025-07-20 01:53:22.055
"2025","41461107  ",A,마평동,자연산림,2.0085118628,1.0756619912,2178292.6467412900,1166588.3827494500,1084530.635400440,system,2025-07-20 01:53:25.022,system,2025-07-20 01:53:25.022
"2025","41461107  ",B,마평동,식재산림,2.0003980273,0.9612392881,2039223.5561207200,979895.8869613630,1019408.901750940,system,2025-07-20 01:53:25.022,system,2025-07-20 01:53:25.022
"2025","41461107  ",C,마평동,산지습지,2.0348241135,1.0433814495,36332.7428674618,18630.0671713000,17855.470959686,system,2025-07-20 01:53:25.022,system,2025-07-20 01:53:25.022
"2025","41461107  ",D,마평동,호소,0.0000000000,0.0000000000,0.0000000000,0.0000000000,11313.316081771,system,2025-07-20 01:53:25.022,system,2025-07-20 01:53:25.022
"2025","41461107  ",E,마평동,하천습지,0.5539065982,0.2815941232,118563.1033890610,60274.9150371818,214048.909625890,system,2025-07-20 01:53:25.022,system,2025-07-20 01:53:25.022
"2025","41273111  ",D,대부북동,호소,0.4392021295,0.2366742089,157339.2246975580,84785.8742676343,358238.756420462,system,2025-07-20 01:48:19.139,system,2025-07-20 01:48:19.139
"2025","41273111  ",E,대부북동,하천습지,0.0000000000,0.0000000000,0.0000000000,0.0000000000,40948.573198109,system,2025-07-20 01:48:19.139,system,2025-07-20 01:48:19.139
"2025","41273111  ",ETC,대부북동,기타,0.0000000000,0.0000000000,0.0000000000,0.0000000000,4485.039595025,system,2025-07-20 01:48:19.139,system,2025-07-20 01:48:19.139
"2025","41273111  ",F,대부북동,연안습지,0.0000321467,0.0000205739,4.1696749017,2.6685919356,129707.548859105,system,2025-07-20 01:48:19.139,system,2025-07-20 01:48:19.139
"2025","41273111  ",G,대부북동,농업지역,0.7994293639,0.5076265053,1981329.1094268800,1258116.3729377300,2478429.238255920,system,2025-07-20 01:48:19.139,system,2025-07-20 01:48:19.139
"2025","41273111  ",H,대부북동,조성녹지,0.5119972330,0.2068383390,157869.2994229850,63776.5627628512,308340.141778256,system,2025-07-20 01:48:19.139,system,2025-07-20 01:48:19.139
"2025","41461107  ",G,마평동,농업지역,1.1673483843,0.7743298577,841372.0728726430,558102.0424143810,720754.904193820,system,2025-07-20 01:53:25.022,system,2025-07-20 01:53:25.022
"2025","41461107  ",H,마평동,조성녹지,1.4659163083,0.6314553057,252913.4599788960,108944.5183715010,172529.262790754,system,2025-07-20 01:53:25.022,system,2025-07-20 01:53:25.022
"2025","41461107  ",I,마평동,시가화건조지,0.0395609305,0.0189892467,64956.1503438613,31178.9521921300,1641926.757099460,system,2025-07-20 01:53:25.022,system,2025-07-20 01:53:25.022
"2025","41461108  ",A,운학동,자연산림,1.9648858020,1.0502750300,5679526.1718295700,3035832.6750849800,2890512.092902820,system,2025-07-20 01:53:26.805,system,2025-07-20 01:53:26.805
"2025","41461108  ",B,운학동,식재산림,1.8789781406,0.9021418217,2077022.7467904600,997227.7186847190,1105400.165081670,system,2025-07-20 01:53:26.805,system,2025-07-20 01:53:26.805
"2025","41461108  ",C,운학동,산지습지,1.8358942938,0.9125174740,74641.3419219333,37099.9185616200,40656.666439317,system,2025-07-20 01:53:26.805,system,2025-07-20 01:53:26.805
"2025","41461108  ",D,운학동,호소,0.5352450657,0.3425568420,5755.2217121987,3683.3418951419,10752.498399645,system,2025-07-20 01:53:26.805,system,2025-07-20 01:53:26.805
"2025","41461108  ",E,운학동,하천습지,0.8788262733,0.4890013420,145162.0429583440,80771.8612572941,165177.177074372,system,2025-07-20 01:53:26.805,system,2025-07-20 01:53:26.805
"2025","41461108  ",ETC,운학동,기타,0.0000000000,0.0000000000,0.0000000000,0.0000000000,754.672097087,system,2025-07-20 01:53:26.805,system,2025-07-20 01:53:26.805
"2025","41461108  ",G,운학동,농업지역,1.2797075690,0.7903536351,872782.1305403370,539034.4999325130,682016.854212743,system,2025-07-20 01:53:26.805,system,2025-07-20 01:53:26.805
"2025","41461108  ",H,운학동,조성녹지,0.9194976975,0.3792855128,273988.9990851390,113018.2906491330,297976.819117066,system,2025-07-20 01:53:26.805,system,2025-07-20 01:53:26.805
"2025","41461108  ",I,운학동,시가화건조지,0.0560591994,0.0269084157,65680.8092501118,31526.7884329000,1171633.022531830,system,2025-07-20 01:53:26.805,system,2025-07-20 01:53:26.805
"2025","41461109  ",A,호동,자연산림,1.9091970810,1.0239937792,5854678.9016750400,3140144.5322724700,3066566.024051910,system,2025-07-20 01:53:29.114,system,2025-07-20 01:53:29.114
"2025","41461109  ",B,호동,식재산림,1.8092498983,0.8639503284,3484299.3446543600,1663817.4560861900,1925825.364413820,system,2025-07-20 01:53:29.114,system,2025-07-20 01:53:29.114
"2025","41461109  ",C,호동,산지습지,1.8370756589,0.8562840805,105332.7853059850,49096.9366295900,57337.205898876,system,2025-07-20 01:53:29.114,system,2025-07-20 01:53:29.114
"2025","41461109  ",D,호동,호소,1.1864318310,0.6816011611,68858.2825537798,39558.8554798312,58038.128071201,system,2025-07-20 01:53:29.114,system,2025-07-20 01:53:29.114
"2025","41461109  ",E,호동,하천습지,0.7755861507,0.4266859514,81389.1469301594,44775.9485654686,104938.886361580,system,2025-07-20 01:53:29.114,system,2025-07-20 01:53:29.114
"2025","41461109  ",G,호동,농업지역,1.2541502045,0.7478714285,1067901.7736354800,636808.2723402040,851494.318494868,system,2025-07-20 01:53:29.114,system,2025-07-20 01:53:29.114
"2025","41461109  ",H,호동,조성녹지,0.5933774178,0.2340035195,286365.0950143370,112930.5532534330,482601.943391920,system,2025-07-20 01:53:29.114,system,2025-07-20 01:53:29.114
"2025","41461109  ",I,호동,시가화건조지,0.0354267688,0.0170048490,23431.6728395639,11247.2029522335,661411.515157963,system,2025-07-20 01:53:29.114,system,2025-07-20 01:53:29.114
"2025","41461110  ",A,해곡동,자연산림,1.9552515249,1.0511594137,5497811.5827324400,2955669.0411772100,2811818.076906320,system,2025-07-20 01:53:33.460,system,2025-07-20 01:53:33.460
"2025","41461110  ",B,해곡동,식재산림,1.8427201336,0.9040544744,1437847.6401529400,705420.5187540230,780285.412806760,system,2025-07-20 01:53:33.460,system,2025-07-20 01:53:33.460
"2025","41461110  ",C,해곡동,산지습지,1.6655516120,0.8364594411,47506.5841553461,23858.3605262900,28523.033338876,system,2025-07-20 01:53:33.460,system,2025-07-20 01:53:33.460
"2025","41461110  ",D,해곡동,호소,0.8962783365,0.4302136021,4322.0345311798,2074.5765779700,4822.201268740,system,2025-07-20 01:53:33.460,system,2025-07-20 01:53:33.460
"2025","41461110  ",E,해곡동,하천습지,0.4740874742,0.2653819294,25618.6017575350,14340.6319137831,54037.710663650,system,2025-07-20 01:53:33.460,system,2025-07-20 01:53:33.460
"2025","41461110  ",ETC,해곡동,기타,0.0000000000,0.0000000000,0.0000000000,0.0000000000,6380.789302167,system,2025-07-20 01:53:33.460,system,2025-07-20 01:53:33.460
"2025","41461110  ",G,해곡동,농업지역,0.9389837626,0.5458131321,411466.0297814460,239177.2588715360,438203.562386192,system,2025-07-20 01:53:33.460,system,2025-07-20 01:53:33.460
"2025","41461110  ",H,해곡동,조성녹지,0.7312369777,0.3008773964,63421.9028110538,26095.8041956800,86732.351813580,system,2025-07-20 01:53:33.460,system,2025-07-20 01:53:33.460
"2025","41461110  ",I,해곡동,시가화건조지,0.0472968230,0.0227024750,43204.3654053951,20738.0953866800,913472.886205330,system,2025-07-20 01:53:33.460,system,2025-07-20 01:53:33.460
"2025","41461250  ",A,포곡읍,자연산림,1.8227604115,0.9746379258,20673454.7125110000,11054186.2190294000,11341838.775191200,system,2025-07-20 01:53:34.310,system,2025-07-20 01:53:34.310
"2025","41461250  ",B,포곡읍,식재산림,1.8555144703,0.8901405651,18795691.8028889000,9016802.6116884300,10129639.031850800,system,2025-07-20 01:53:34.310,system,2025-07-20 01:53:34.310
"2025","41461250  ",C,포곡읍,산지습지,0.7463666659,0.3786118326,119441.9861774200,60589.7226488400,160031.244210748,system,2025-07-20 01:53:34.310,system,2025-07-20 01:53:34.310
"2025","41461250  ",D,포곡읍,호소,0.4099705661,0.1978131412,108501.4779427900,52352.5832282000,264656.750814293,system,2025-07-20 01:53:34.310,system,2025-07-20 01:53:34.310
"2025","41461250  ",E,포곡읍,하천습지,0.7610161484,0.4272920607,791521.4699970620,444420.0568908840,1040084.985883650,system,2025-07-20 01:53:34.310,system,2025-07-20 01:53:34.310
"2025","41461250  ",ETC,포곡읍,기타,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1517.367249245,system,2025-07-20 01:53:34.310,system,2025-07-20 01:53:34.310
"2025","41461250  ",G,포곡읍,농업지역,0.9844410630,0.6391596085,5087730.6050708400,3303267.2283549100,5168141.391291340,system,2025-07-20 01:53:34.310,system,2025-07-20 01:53:34.310
"2025","41461250  ",H,포곡읍,조성녹지,0.4625558519,0.1777837018,1693596.8523655400,650935.2688662490,3661388.879959500,system,2025-07-20 01:53:34.310,system,2025-07-20 01:53:34.310
"2025","41461250  ",I,포곡읍,시가화건조지,0.0525213141,0.0252102308,527420.1408874580,253161.6677088300,10042021.026067600,system,2025-07-20 01:53:34.310,system,2025-07-20 01:53:34.310
"2025","41461253  ",A,모현읍,자연산림,1.8380181201,0.9821249993,31604646.0769052000,16887599.0207825000,17194958.924112000,system,2025-07-20 01:53:49.849,system,2025-07-20 01:53:49.849
"2025","41461253  ",B,모현읍,식재산림,1.7659410678,0.8481817153,13416720.3938172000,6444052.4794020300,7597490.447517930,system,2025-07-20 01:53:49.849,system,2025-07-20 01:53:49.849
"2025","41461253  ",C,모현읍,산지습지,1.5135407022,0.7548411677,343454.9535220510,171289.7035217600,226921.517876560,system,2025-07-20 01:53:49.849,system,2025-07-20 01:53:49.849
"2025","41461253  ",D,모현읍,호소,0.3084861832,0.1760011148,24815.4585018881,14158.0031765700,80442.690323079,system,2025-07-20 01:53:49.849,system,2025-07-20 01:53:49.849
"2025","41273111  ",I,대부북동,시가화건조지,0.2241599558,0.1075967788,691470.7251264580,331905.9481135450,3084720.117480410,system,2025-07-20 01:48:19.139,system,2025-07-20 01:48:19.139
"2025","41273112  ",A,대부남동,자연산림,1.2112980817,0.5673460273,4048259.2074875000,1896117.7379140800,3342083.396788080,system,2025-07-20 01:48:23.632,system,2025-07-20 01:48:23.632
"2025","41273112  ",B,대부남동,식재산림,0.8328126438,0.3995039212,333126.7777237640,159802.3936718180,400002.065527437,system,2025-07-20 01:48:23.632,system,2025-07-20 01:48:23.632
"2025","41273112  ",D,대부남동,호소,0.3090546516,0.1977640568,136047.0575694820,87056.5056412362,440203.882660427,system,2025-07-20 01:48:23.632,system,2025-07-20 01:48:23.632
"2025","41273112  ",E,대부남동,하천습지,0.0000000000,0.0000000000,0.0000000000,0.0000000000,29891.042135111,system,2025-07-20 01:48:23.632,system,2025-07-20 01:48:23.632
"2025","41273112  ",F,대부남동,연안습지,0.0459982316,0.0293707664,6636.4148117922,4237.4800648698,144275.433728025,system,2025-07-20 01:48:23.632,system,2025-07-20 01:48:23.632
"2025","41273112  ",G,대부남동,농업지역,0.3680619864,0.2148426846,1800524.8058709900,1050990.3150801100,4891906.452189220,system,2025-07-20 01:48:23.632,system,2025-07-20 01:48:23.632
"2025","41273112  ",H,대부남동,조성녹지,0.1720994201,0.0781365150,246592.8698970570,111958.0034441900,1432851.253557760,system,2025-07-20 01:48:23.632,system,2025-07-20 01:48:23.632
"2025","41461253  ",E,모현읍,하천습지,0.6329008495,0.3566429988,933327.1930621020,525934.8431154750,1474681.530053170,system,2025-07-20 01:53:49.849,system,2025-07-20 01:53:49.849
"2025","41461253  ",ETC,모현읍,기타,0.0000000000,0.0000000000,0.0000000000,0.0000000000,8617.865900944,system,2025-07-20 01:53:49.849,system,2025-07-20 01:53:49.849
"2025","41461253  ",G,모현읍,농업지역,0.8367562001,0.5280555388,4224697.7676943700,2666099.2240953000,5048899.269526130,system,2025-07-20 01:53:49.849,system,2025-07-20 01:53:49.849
"2025","41461253  ",H,모현읍,조성녹지,0.6936688329,0.2921518444,5233178.8684970100,2204052.9803342500,7544203.545019030,system,2025-07-20 01:53:49.849,system,2025-07-20 01:53:49.849
"2025","41461253  ",I,모현읍,시가화건조지,0.0542081254,0.0260199002,601601.7509247760,288768.8403690990,11097999.545256900,system,2025-07-20 01:53:49.849,system,2025-07-20 01:53:49.849
"2025","41461256  ",A,이동읍,자연산림,1.9912669674,1.0680481002,51562008.9597715000,27656113.7265058000,25894071.364022200,system,2025-07-20 01:54:17.823,system,2025-07-20 01:54:17.823
"2025","41461256  ",B,이동읍,식재산림,1.8445470959,0.8785055519,32693914.2665142000,15571185.6098329000,17724629.714422200,system,2025-07-20 01:54:17.823,system,2025-07-20 01:54:17.823
"2025","41461256  ",C,이동읍,산지습지,1.6662232802,0.8399354350,618653.8493728810,311860.5389089800,371291.084893302,system,2025-07-20 01:54:17.823,system,2025-07-20 01:54:17.823
"2025","41273112  ",I,대부남동,시가화건조지,0.1535465953,0.0737023658,555777.4942145260,266773.1971935250,3619601.548047770,system,2025-07-20 01:48:23.632,system,2025-07-20 01:48:23.632
"2025","41273113  ",A,선감동,자연산림,2.1413896218,0.9857779700,2760117.4546758200,1270606.2239545400,1288937.532218190,system,2025-07-20 01:48:30.237,system,2025-07-20 01:48:30.237
"2025","41273113  ",B,선감동,식재산림,2.2173809944,1.0660201922,1875011.8703187300,901424.0310676680,845597.520264688,system,2025-07-20 01:48:30.237,system,2025-07-20 01:48:30.237
"2025","41273113  ",C,선감동,산지습지,2.4624494059,1.0834777367,1794.3108259802,789.4967620200,728.669113640,system,2025-07-20 01:48:30.237,system,2025-07-20 01:48:30.237
"2025","41273113  ",D,선감동,호소,0.1622338888,0.0856035529,14666.0554247828,7738.6202105782,90400.689598793,system,2025-07-20 01:48:30.237,system,2025-07-20 01:48:30.237
"2025","41273113  ",E,선감동,하천습지,0.3490176515,0.1151758250,3614.7935311672,1192.8818654043,10357.050755518,system,2025-07-20 01:48:30.237,system,2025-07-20 01:48:30.237
"2025","41273113  ",ETC,선감동,기타,0.0000000000,0.0000000000,0.0000000000,0.0000000000,986.248261802,system,2025-07-20 01:48:30.237,system,2025-07-20 01:48:30.237
"2025","41273113  ",F,선감동,연안습지,0.5001361199,0.3170176395,17438.7991883002,11053.8046219294,34868.105887211,system,2025-07-20 01:48:30.237,system,2025-07-20 01:48:30.237
"2025","41273113  ",G,선감동,농업지역,0.6948147018,0.3832014318,679129.0144741480,374550.5241074420,977424.646768150,system,2025-07-20 01:48:30.237,system,2025-07-20 01:48:30.237
"2025","41461256  ",D,이동읍,호소,0.0827789051,0.0448298166,286534.8315921110,155176.0552920050,3461447.471175140,system,2025-07-20 01:54:17.823,system,2025-07-20 01:54:17.823
"2025","41461256  ",E,이동읍,하천습지,0.5385863323,0.2740418709,730610.1125670160,371746.8308524080,1356532.961879470,system,2025-07-20 01:54:17.823,system,2025-07-20 01:54:17.823
"2025","41461256  ",ETC,이동읍,기타,0.0000000000,0.0000000000,0.0000000000,0.0000000000,11673.713561360,system,2025-07-20 01:54:17.823,system,2025-07-20 01:54:17.823
