"fbctn_yr","stdg_cd","stdg_nm","lclsf_cd","lclsf_nm","biotop_area","soil_cbn_strgat","frst_rgtr_id","frst_reg_dt","mdfr_id","mdfcn_dt"
"2025","41370101  ",오산동,G,농업지역,163829.074380789,1530861.2377202300,system,2025-07-19 18:11:55.289,system,2025-07-19 18:11:55.289
"2025","41370101  ",오산동,H,조성녹지,198996.428026429,2038780.4899499100,system,2025-07-19 18:11:55.289,system,2025-07-19 18:11:55.289
"2025","41370101  ",오산동,I,시가화건조지,1631721.243890590,17221816.6144002000,system,2025-07-19 18:11:55.289,system,2025-07-19 18:11:55.289
"2025","41550120  ",금석동,A,자연산림,241763.258366071,2107135.3779281600,system,2025-07-19 18:11:56.310,system,2025-07-19 18:11:56.310
"2025","41550120  ",금석동,B,식재산림,219146.249642758,1954401.4273681000,system,2025-07-19 18:11:56.310,system,2025-07-19 18:11:56.310
"2025","41550120  ",금석동,C,산지습지,4737.550686428,37259.6492377800,system,2025-07-19 18:11:56.310,system,2025-07-19 18:11:56.310
"2025","41550120  ",금석동,D,호소,2946.345598179,24070.1693922553,system,2025-07-19 18:11:56.310,system,2025-07-19 18:11:56.310
"2025","41550120  ",금석동,E,하천습지,14274.079988177,123022.0533075920,system,2025-07-19 18:11:56.310,system,2025-07-19 18:11:56.310
"2025","41550120  ",금석동,G,농업지역,487599.843443706,4110115.2848027900,system,2025-07-19 18:11:56.310,system,2025-07-19 18:11:56.310
"2025","41550120  ",금석동,H,조성녹지,39237.599002295,320347.2129865620,system,2025-07-19 18:11:56.310,system,2025-07-19 18:11:56.310
"2025","41550120  ",금석동,I,시가화건조지,282541.079265658,2201818.8813430000,system,2025-07-19 18:11:56.310,system,2025-07-19 18:11:56.310
"2025","41271109  ",월피동,A,자연산림,279707.350602687,2612755.8191430500,system,2025-07-19 18:11:56.539,system,2025-07-19 18:11:56.539
"2025","41271109  ",월피동,B,식재산림,336358.932417338,3160266.2176884900,system,2025-07-19 18:11:56.539,system,2025-07-19 18:11:56.539
"2025","41271109  ",월피동,E,하천습지,77542.451889332,765630.4655080140,system,2025-07-19 18:11:56.539,system,2025-07-19 18:11:56.539
"2025","41271109  ",월피동,G,농업지역,94856.467312518,858541.6923796590,system,2025-07-19 18:11:56.539,system,2025-07-19 18:11:56.539
"2025","41271109  ",월피동,H,조성녹지,137690.038370802,1299870.5396445200,system,2025-07-19 18:11:56.539,system,2025-07-19 18:11:56.539
"2025","41271109  ",월피동,I,시가화건조지,1058576.908196750,9960508.5671869400,system,2025-07-19 18:11:56.539,system,2025-07-19 18:11:56.539
"2025","41271110  ",팔곡일동,A,자연산림,1185287.845434470,10038689.7281525000,system,2025-07-19 18:11:56.999,system,2025-07-19 18:11:56.999
"2025","41271110  ",팔곡일동,B,식재산림,845734.465389332,6940089.5621817500,system,2025-07-19 18:11:56.999,system,2025-07-19 18:11:56.999
"2025","41271110  ",팔곡일동,D,호소,33523.219161343,238782.5562206380,system,2025-07-19 18:11:56.999,system,2025-07-19 18:11:56.999
"2025","41271110  ",팔곡일동,E,하천습지,151581.925508752,912118.6793094620,system,2025-07-19 18:11:56.999,system,2025-07-19 18:11:56.999
"2025","41271110  ",팔곡일동,G,농업지역,1058209.695314620,7275727.6688861900,system,2025-07-19 18:11:56.999,system,2025-07-19 18:11:56.999
"2025","41271110  ",팔곡일동,H,조성녹지,361871.704765272,2868055.5801970300,system,2025-07-19 18:11:56.999,system,2025-07-19 18:11:56.999
"2025","41271110  ",팔곡일동,I,시가화건조지,726791.070192856,4801679.3457426400,system,2025-07-19 18:11:56.999,system,2025-07-19 18:11:56.999
"2025","41271111  ",건건동,A,자연산림,709381.855668967,4988961.0236003500,system,2025-07-19 18:11:58.249,system,2025-07-19 18:11:58.249
"2025","41271111  ",건건동,B,식재산림,594474.968051466,4221709.2190623700,system,2025-07-19 18:11:58.249,system,2025-07-19 18:11:58.249
"2025","41271111  ",건건동,D,호소,3652.584779701,26470.0862357400,system,2025-07-19 18:11:58.249,system,2025-07-19 18:11:58.249
"2025","41271111  ",건건동,E,하천습지,70855.908762257,438357.7850325620,system,2025-07-19 18:11:58.249,system,2025-07-19 18:11:58.249
"2025","41271111  ",건건동,G,농업지역,1199646.386836550,7840337.9599530500,system,2025-07-19 18:11:58.249,system,2025-07-19 18:11:58.249
"2025","41271111  ",건건동,H,조성녹지,263855.776562352,1795011.6659329100,system,2025-07-19 18:11:58.249,system,2025-07-19 18:11:58.249
"2025","41271111  ",건건동,I,시가화건조지,977734.481547182,5763316.7254104800,system,2025-07-19 18:11:58.249,system,2025-07-19 18:11:58.249
"2025","41271112  ",사사동,A,자연산림,804067.570175584,5739799.6152620300,system,2025-07-19 18:11:59.278,system,2025-07-19 18:11:59.278
"2025","41271112  ",사사동,B,식재산림,1499365.894182880,10918033.5259221000,system,2025-07-19 18:11:59.278,system,2025-07-19 18:11:59.278
"2025","41271112  ",사사동,D,호소,14292.090643489,100892.4140200600,system,2025-07-19 18:11:59.278,system,2025-07-19 18:11:59.278
"2025","41271112  ",사사동,E,하천습지,39269.639372606,247744.2712242150,system,2025-07-19 18:11:59.278,system,2025-07-19 18:11:59.278
"2025","41271112  ",사사동,G,농업지역,1563701.052265970,10519862.4650502000,system,2025-07-19 18:11:59.278,system,2025-07-19 18:11:59.278
"2025","41271112  ",사사동,H,조성녹지,336833.440478676,2281977.4086530600,system,2025-07-19 18:11:59.278,system,2025-07-19 18:11:59.278
"2025","41271112  ",사사동,I,시가화건조지,820756.679343291,4781864.8034482900,system,2025-07-19 18:11:59.278,system,2025-07-19 18:11:59.278
"2025","41271113  ",수암동,A,자연산림,1566055.873374070,21811161.8020307000,system,2025-07-19 18:12:00.363,system,2025-07-19 18:12:00.363
"2025","41271113  ",수암동,B,식재산림,683495.605477548,8747975.8705819400,system,2025-07-19 18:12:00.363,system,2025-07-19 18:12:00.363
"2025","41271113  ",수암동,C,산지습지,1386.467138139,19933.3901512102,system,2025-07-19 18:12:00.363,system,2025-07-19 18:12:00.363
"2025","41271113  ",수암동,D,호소,15860.098096198,172044.9216030500,system,2025-07-19 18:12:00.363,system,2025-07-19 18:12:00.363
"2025","41271113  ",수암동,E,하천습지,19745.198315649,223678.4205491500,system,2025-07-19 18:12:00.363,system,2025-07-19 18:12:00.363
"2025","41271113  ",수암동,G,농업지역,492340.517542158,5349791.7747426400,system,2025-07-19 18:12:00.363,system,2025-07-19 18:12:00.363
"2025","41271113  ",수암동,H,조성녹지,121894.776083633,1350128.5883580200,system,2025-07-19 18:12:00.363,system,2025-07-19 18:12:00.363
"2025","41271113  ",수암동,I,시가화건조지,488092.431450985,5342818.2860164100,system,2025-07-19 18:12:00.363,system,2025-07-19 18:12:00.363
"2025","41271114  ",장상동,A,자연산림,952311.749883885,12417256.7599251000,system,2025-07-19 18:12:00.839,system,2025-07-19 18:12:00.839
"2025","41271114  ",장상동,B,식재산림,414812.434046225,4969328.6792092500,system,2025-07-19 18:12:00.839,system,2025-07-19 18:12:00.839
"2025","41271114  ",장상동,C,산지습지,476.531211527,6106.4850548900,system,2025-07-19 18:12:00.839,system,2025-07-19 18:12:00.839
"2025","41271114  ",장상동,D,호소,17858.616619978,196006.4332523100,system,2025-07-19 18:12:00.839,system,2025-07-19 18:12:00.839
"2025","41271114  ",장상동,E,하천습지,35552.048234649,366830.5036909580,system,2025-07-19 18:12:00.839,system,2025-07-19 18:12:00.839
"2025","41271114  ",장상동,G,농업지역,806249.922257063,8599276.8636636700,system,2025-07-19 18:12:00.839,system,2025-07-19 18:12:00.839
"2025","41271114  ",장상동,H,조성녹지,32579.626491325,356041.9699422150,system,2025-07-19 18:12:00.839,system,2025-07-19 18:12:00.839
"2025","41271114  ",장상동,I,시가화건조지,789362.716701396,8238027.8892952700,system,2025-07-19 18:12:00.839,system,2025-07-19 18:12:00.839
"2025","41271115  ",장하동,A,자연산림,479458.592536753,4941024.7516081000,system,2025-07-19 18:12:01.405,system,2025-07-19 18:12:01.405
"2025","41271115  ",장하동,B,식재산림,136495.287721425,1331819.4795623700,system,2025-07-19 18:12:01.405,system,2025-07-19 18:12:01.405
"2025","41271115  ",장하동,D,호소,1172.565874275,11179.4134839200,system,2025-07-19 18:12:01.405,system,2025-07-19 18:12:01.405
"2025","41271115  ",장하동,E,하천습지,76997.905072693,822569.8058753520,system,2025-07-19 18:12:01.405,system,2025-07-19 18:12:01.405
"2025","41271115  ",장하동,ETC,기타,6335.617205513,64753.5743802300,system,2025-07-19 18:12:01.405,system,2025-07-19 18:12:01.405
"2025","41271115  ",장하동,G,농업지역,434335.466686595,4685634.2071829900,system,2025-07-19 18:12:01.405,system,2025-07-19 18:12:01.405
"2025","41271115  ",장하동,H,조성녹지,180427.213553131,1960776.3149610000,system,2025-07-19 18:12:01.405,system,2025-07-19 18:12:01.405
"2025","41271115  ",장하동,I,시가화건조지,622780.116715899,6448333.4178187800,system,2025-07-19 18:12:01.405,system,2025-07-19 18:12:01.405
"2025","41273101  ",고잔동,A,자연산림,455960.174572958,4827390.8684890900,system,2025-07-19 18:12:01.768,system,2025-07-19 18:12:01.768
"2025","41273101  ",고잔동,B,식재산림,359090.286915098,3913519.0187196900,system,2025-07-19 18:12:01.768,system,2025-07-19 18:12:01.768
"2025","41273101  ",고잔동,E,하천습지,170542.853199562,1817882.9593646000,system,2025-07-19 18:12:01.768,system,2025-07-19 18:12:01.768
"2025","41273101  ",고잔동,G,농업지역,26379.550353507,291539.1042644270,system,2025-07-19 18:12:01.768,system,2025-07-19 18:12:01.768
"2025","41273101  ",고잔동,H,조성녹지,1207128.295425600,12383250.4324622000,system,2025-07-19 18:12:01.768,system,2025-07-19 18:12:01.768
"2025","41273101  ",고잔동,I,시가화건조지,3883467.099913640,37294193.1415718000,system,2025-07-19 18:12:01.768,system,2025-07-19 18:12:01.768
"2025","41273102  ",와동,A,자연산림,590840.632076640,5458521.5405921200,system,2025-07-19 18:12:03.232,system,2025-07-19 18:12:03.232
"2025","41273102  ",와동,B,식재산림,495336.577453112,4739404.3059225200,system,2025-07-19 18:12:03.232,system,2025-07-19 18:12:03.232
"2025","41273102  ",와동,E,하천습지,62756.663640828,550597.2236049010,system,2025-07-19 18:12:03.232,system,2025-07-19 18:12:03.232
"2025","41273102  ",와동,G,농업지역,220813.441065003,1974479.9322803500,system,2025-07-19 18:12:03.232,system,2025-07-19 18:12:03.232
"2025","41273102  ",와동,H,조성녹지,393691.854166721,3543324.4337668000,system,2025-07-19 18:12:03.232,system,2025-07-19 18:12:03.232
"2025","41273102  ",와동,I,시가화건조지,1458640.076013340,12364462.0372175000,system,2025-07-19 18:12:03.232,system,2025-07-19 18:12:03.232
"2025","41273103  ",신길동,A,자연산림,180538.822255082,2036814.2593396000,system,2025-07-19 18:12:04.115,system,2025-07-19 18:12:04.115
"2025","41273103  ",신길동,B,식재산림,266360.676934505,3064449.1750271600,system,2025-07-19 18:12:04.115,system,2025-07-19 18:12:04.115
"2025","41273103  ",신길동,D,호소,14920.923368597,139065.8599382930,system,2025-07-19 18:12:04.115,system,2025-07-19 18:12:04.115
"2025","41273103  ",신길동,E,하천습지,283276.494809422,2568298.7761152500,system,2025-07-19 18:12:04.115,system,2025-07-19 18:12:04.115
"2025","41273103  ",신길동,G,농업지역,2047954.907511440,18617978.1549925000,system,2025-07-19 18:12:04.115,system,2025-07-19 18:12:04.115
"2025","41273103  ",신길동,H,조성녹지,811783.243538300,7692237.2945102300,system,2025-07-19 18:12:04.115,system,2025-07-19 18:12:04.115
"2025","41273103  ",신길동,I,시가화건조지,3230657.754941960,26706906.6105003000,system,2025-07-19 18:12:04.115,system,2025-07-19 18:12:04.115
"2025","41273104  ",성곡동,A,자연산림,183201.827604787,2252960.0557929700,system,2025-07-19 18:12:06.374,system,2025-07-19 18:12:06.374
"2025","41273104  ",성곡동,B,식재산림,269480.077740909,3139465.4727052700,system,2025-07-19 18:12:06.374,system,2025-07-19 18:12:06.374
"2025","41273104  ",성곡동,E,하천습지,245429.989662200,2258059.0557006800,system,2025-07-19 18:12:06.374,system,2025-07-19 18:12:06.374
"2025","41273104  ",성곡동,G,농업지역,11404.826447576,109312.1816920100,system,2025-07-19 18:12:06.374,system,2025-07-19 18:12:06.374
"2025","41273104  ",성곡동,H,조성녹지,373200.806827809,3328704.9790096200,system,2025-07-19 18:12:06.374,system,2025-07-19 18:12:06.374
"2025","41273104  ",성곡동,I,시가화건조지,6658999.494494130,58814801.6825705000,system,2025-07-19 18:12:06.374,system,2025-07-19 18:12:06.374
"2025","41480114  ",당하동,A,자연산림,193078.887067372,1467253.6618440000,system,2025-07-19 18:12:06.770,system,2025-07-19 18:12:06.770
"2025","41480114  ",당하동,B,식재산림,297051.936061979,2178913.3615837600,system,2025-07-19 18:12:06.770,system,2025-07-19 18:12:06.770
"2025","41480114  ",당하동,E,하천습지,23019.720314234,134895.2929927910,system,2025-07-19 18:12:06.770,system,2025-07-19 18:12:06.770
"2025","41480114  ",당하동,G,농업지역,493738.042051242,3288970.1398459400,system,2025-07-19 18:12:06.770,system,2025-07-19 18:12:06.770
"2025","41480114  ",당하동,H,조성녹지,115962.228790034,821915.8961100260,system,2025-07-19 18:12:06.770,system,2025-07-19 18:12:06.770
"2025","41480114  ",당하동,I,시가화건조지,546352.512588185,3241704.6215356600,system,2025-07-19 18:12:06.770,system,2025-07-19 18:12:06.770
"2025","41273105  ",원시동,A,자연산림,356789.313983916,4384898.5669724600,system,2025-07-19 18:12:06.994,system,2025-07-19 18:12:06.994
"2025","41273105  ",원시동,B,식재산림,634080.636702599,7718864.7797403400,system,2025-07-19 18:12:06.994,system,2025-07-19 18:12:06.994
"2025","41273105  ",원시동,D,호소,356.967330909,0.0000000000,system,2025-07-19 18:12:06.994,system,2025-07-19 18:12:06.994
"2025","41273105  ",원시동,G,농업지역,33596.713766978,375397.9590224280,system,2025-07-19 18:12:06.994,system,2025-07-19 18:12:06.994
"2025","41390132  ",정왕동,A,자연산림,1150398.998920470,11943779.4847476000,system,2025-07-19 18:15:57.436,system,2025-07-19 18:15:57.436
"2025","41390132  ",정왕동,B,식재산림,347598.173902889,3381111.0674984700,system,2025-07-19 18:15:57.436,system,2025-07-19 18:15:57.436
"2025","41390132  ",정왕동,D,호소,276640.518492942,1594604.2671601400,system,2025-07-19 18:15:57.436,system,2025-07-19 18:15:57.436
"2025","41273105  ",원시동,H,조성녹지,148657.352180060,1598098.0013349700,system,2025-07-19 18:12:06.994,system,2025-07-19 18:12:06.994
"2025","41390132  ",정왕동,E,하천습지,666811.753973009,4532942.9337209000,system,2025-07-19 18:15:57.436,system,2025-07-19 18:15:57.436
"2025","41390132  ",정왕동,F,연안습지,385153.533216116,533439.4692782910,system,2025-07-19 18:15:57.436,system,2025-07-19 18:15:57.436
"2025","41390132  ",정왕동,G,농업지역,2641409.570451590,26455014.5123460000,system,2025-07-19 18:15:57.436,system,2025-07-19 18:15:57.436
"2025","41390132  ",정왕동,H,조성녹지,4566108.906837050,30889712.4086293000,system,2025-07-19 18:15:57.436,system,2025-07-19 18:15:57.436
"2025","41273105  ",원시동,I,시가화건조지,2801376.163440270,21787019.0913734000,system,2025-07-19 18:12:06.994,system,2025-07-19 18:12:06.994
"2025","41480115  ",문발동,A,자연산림,68369.630185535,407658.6638276060,system,2025-07-19 18:12:07.358,system,2025-07-19 18:12:07.358
"2025","41480115  ",문발동,B,식재산림,10540.498274672,62285.0567776463,system,2025-07-19 18:12:07.358,system,2025-07-19 18:12:07.358
"2025","41480115  ",문발동,D,호소,165579.189221596,0.0000000000,system,2025-07-19 18:12:07.358,system,2025-07-19 18:12:07.358
"2025","41480115  ",문발동,E,하천습지,2261082.533907230,14168478.1406656000,system,2025-07-19 18:12:07.358,system,2025-07-19 18:12:07.358
"2025","41480115  ",문발동,G,농업지역,272071.839322049,912617.4303756360,system,2025-07-19 18:12:07.358,system,2025-07-19 18:12:07.358
"2025","41480115  ",문발동,H,조성녹지,534278.272748030,2428862.2209652300,system,2025-07-19 18:12:07.358,system,2025-07-19 18:12:07.358
"2025","41480115  ",문발동,I,시가화건조지,2263053.246599290,8745405.7246094400,system,2025-07-19 18:12:07.358,system,2025-07-19 18:12:07.358
"2025","41273106  ",목내동,A,자연산림,199025.549114437,2549035.7661201800,system,2025-07-19 18:12:08.107,system,2025-07-19 18:12:08.107
"2025","41273106  ",목내동,B,식재산림,554650.956321018,6984738.9648081300,system,2025-07-19 18:12:08.107,system,2025-07-19 18:12:08.107
"2025","41273106  ",목내동,E,하천습지,153.598086052,2021.8814952800,system,2025-07-19 18:12:08.107,system,2025-07-19 18:12:08.107
"2025","41273106  ",목내동,G,농업지역,27290.824957572,311007.4584912830,system,2025-07-19 18:12:08.107,system,2025-07-19 18:12:08.107
"2025","41273106  ",목내동,H,조성녹지,46218.447812660,530589.1918715040,system,2025-07-19 18:12:08.107,system,2025-07-19 18:12:08.107
"2025","41273106  ",목내동,I,시가화건조지,2210930.527891980,18484386.1537718000,system,2025-07-19 18:12:08.107,system,2025-07-19 18:12:08.107
"2025","41480117  ",목동동,A,자연산림,165150.698107835,1218001.5980513200,system,2025-07-19 18:12:08.327,system,2025-07-19 18:12:08.327
"2025","41480117  ",목동동,B,식재산림,67236.045830582,491001.0700883480,system,2025-07-19 18:12:08.327,system,2025-07-19 18:12:08.327
"2025","41480117  ",목동동,D,호소,607.763713639,4618.7531951500,system,2025-07-19 18:12:08.327,system,2025-07-19 18:12:08.327
"2025","41480117  ",목동동,G,농업지역,33894.059786538,237008.4378948850,system,2025-07-19 18:12:08.327,system,2025-07-19 18:12:08.327
"2025","41480117  ",목동동,H,조성녹지,1096098.057150340,6965993.2735979500,system,2025-07-19 18:12:08.327,system,2025-07-19 18:12:08.327
"2025","41480117  ",목동동,I,시가화건조지,1901012.020149630,11777492.9774301000,system,2025-07-19 18:12:08.327,system,2025-07-19 18:12:08.327
"2025","41273107  ",초지동,A,자연산림,265692.989300505,2840754.3932939700,system,2025-07-19 18:12:08.811,system,2025-07-19 18:12:08.811
"2025","41273107  ",초지동,B,식재산림,456910.079643185,5040038.9724120600,system,2025-07-19 18:12:08.811,system,2025-07-19 18:12:08.811
"2025","41273107  ",초지동,D,호소,166372.721836137,1686983.9373401400,system,2025-07-19 18:12:08.811,system,2025-07-19 18:12:08.811
"2025","41273107  ",초지동,E,하천습지,165206.313498378,1485644.9517470700,system,2025-07-19 18:12:08.811,system,2025-07-19 18:12:08.811
"2025","41273107  ",초지동,G,농업지역,158601.044418167,1514480.5406554600,system,2025-07-19 18:12:08.811,system,2025-07-19 18:12:08.811
"2025","41273107  ",초지동,H,조성녹지,1507619.236751030,12853528.6458494000,system,2025-07-19 18:12:08.811,system,2025-07-19 18:12:08.811
"2025","41273107  ",초지동,I,시가화건조지,3930417.675327410,32022603.0008682000,system,2025-07-19 18:12:08.811,system,2025-07-19 18:12:08.811
"2025","41273108  ",원곡동,A,자연산림,225341.034924156,2435159.2387479800,system,2025-07-19 18:12:10.149,system,2025-07-19 18:12:10.149
"2025","41273108  ",원곡동,B,식재산림,304956.210924716,3276566.9914854700,system,2025-07-19 18:12:10.149,system,2025-07-19 18:12:10.149
"2025","41273108  ",원곡동,E,하천습지,829.497679084,8752.4386980878,system,2025-07-19 18:12:10.149,system,2025-07-19 18:12:10.149
"2025","41273108  ",원곡동,G,농업지역,57874.314028846,524416.9745753520,system,2025-07-19 18:12:10.149,system,2025-07-19 18:12:10.149
"2025","41273108  ",원곡동,H,조성녹지,436368.876201909,3758425.9933873700,system,2025-07-19 18:12:10.149,system,2025-07-19 18:12:10.149
"2025","41273108  ",원곡동,I,시가화건조지,1773774.161577760,14339056.4209795000,system,2025-07-19 18:12:10.149,system,2025-07-19 18:12:10.149
"2025","41273109  ",선부동,A,자연산림,757409.328275309,7601852.9415940200,system,2025-07-19 18:12:10.823,system,2025-07-19 18:12:10.823
"2025","41273109  ",선부동,B,식재산림,797982.006130618,7962007.0582097700,system,2025-07-19 18:12:10.823,system,2025-07-19 18:12:10.823
"2025","41273109  ",선부동,D,호소,531.645180918,3617.8324359700,system,2025-07-19 18:12:10.823,system,2025-07-19 18:12:10.823
"2025","41273109  ",선부동,E,하천습지,5050.048843014,40746.5762753684,system,2025-07-19 18:12:10.823,system,2025-07-19 18:12:10.823
"2025","41273109  ",선부동,G,농업지역,487092.869556329,4329153.8327588300,system,2025-07-19 18:12:10.823,system,2025-07-19 18:12:10.823
"2025","41273109  ",선부동,H,조성녹지,763589.284655429,7207945.3945928300,system,2025-07-19 18:12:10.823,system,2025-07-19 18:12:10.823
"2025","41273109  ",선부동,I,시가화건조지,2945590.248026480,26361147.3088058000,system,2025-07-19 18:12:10.823,system,2025-07-19 18:12:10.823
"2025","41273110  ",대부동동,A,자연산림,2566406.532693070,21966266.5077193000,system,2025-07-19 18:12:12.715,system,2025-07-19 18:12:12.715
"2025","41273110  ",대부동동,B,식재산림,1500028.226447420,13704338.4597053000,system,2025-07-19 18:12:12.715,system,2025-07-19 18:12:12.715
"2025","41273110  ",대부동동,D,호소,259575.605192163,2248352.5706526200,system,2025-07-19 18:12:12.715,system,2025-07-19 18:12:12.715
"2025","41273110  ",대부동동,E,하천습지,32474.803410783,235195.2622580570,system,2025-07-19 18:12:12.715,system,2025-07-19 18:12:12.715
"2025","41273110  ",대부동동,ETC,기타,2680.120927177,20849.0750399900,system,2025-07-19 18:12:12.715,system,2025-07-19 18:12:12.715
"2025","41273110  ",대부동동,F,연안습지,602615.456431022,2868932.9814653100,system,2025-07-19 18:12:12.715,system,2025-07-19 18:12:12.715
"2025","41273110  ",대부동동,G,농업지역,3128658.372908570,22891046.1710081000,system,2025-07-19 18:12:12.715,system,2025-07-19 18:12:12.715
"2025","41273110  ",대부동동,H,조성녹지,260197.564385611,1044680.0455551800,system,2025-07-19 18:12:12.715,system,2025-07-19 18:12:12.715
"2025","41273110  ",대부동동,I,시가화건조지,2286578.782490210,15210831.3839298000,system,2025-07-19 18:12:12.715,system,2025-07-19 18:12:12.715
"2025","41273111  ",대부북동,A,자연산림,3000948.657430870,17930919.5558094000,system,2025-07-19 18:12:17.290,system,2025-07-19 18:12:17.290
"2025","41273111  ",대부북동,B,식재산림,1407365.997246760,11127391.6452687000,system,2025-07-19 18:12:17.290,system,2025-07-19 18:12:17.290
"2025","41273111  ",대부북동,D,호소,358238.756420462,1054763.4827115500,system,2025-07-19 18:12:17.290,system,2025-07-19 18:12:17.290
"2025","41273111  ",대부북동,E,하천습지,40948.573198109,291809.3974076010,system,2025-07-19 18:12:17.290,system,2025-07-19 18:12:17.290
"2025","41273111  ",대부북동,ETC,기타,4485.039595025,33757.9727210900,system,2025-07-19 18:12:17.290,system,2025-07-19 18:12:17.290
"2025","41273111  ",대부북동,F,연안습지,129707.548859105,0.0000000000,system,2025-07-19 18:12:17.290,system,2025-07-19 18:12:17.290
"2025","41273111  ",대부북동,G,농업지역,2478429.238255920,14992883.0124542000,system,2025-07-19 18:12:17.290,system,2025-07-19 18:12:17.290
"2025","41273111  ",대부북동,H,조성녹지,308340.141778256,1060600.0957558300,system,2025-07-19 18:12:17.290,system,2025-07-19 18:12:17.290
"2025","41273111  ",대부북동,I,시가화건조지,3084720.117480410,15909868.5117473000,system,2025-07-19 18:12:17.290,system,2025-07-19 18:12:17.290
"2025","41273112  ",대부남동,A,자연산림,3342083.396788080,26612051.8557784000,system,2025-07-19 18:12:21.661,system,2025-07-19 18:12:21.661
"2025","41630250  ",백석읍,A,자연산림,13942224.424386500,204924289.9237760000,system,2025-07-19 18:45:47.379,system,2025-07-19 18:45:47.379
