"fbctn_yr","stdg_cd","lclsf_cd","stdg_nm","lclsf_nm","biotop_area","cbn_strgat","frst_rgtr_id","frst_reg_dt","mdfr_id","mdfcn_dt"
"2025","41430101  ",A,고천동,자연산림,535933.212891071,15072334.5040012000,system,2025-07-22 16:02:41.810,system,2025-07-22 16:02:41.810
"2025","41430101  ",B,고천동,식재산림,222788.906638552,4820953.1648426200,system,2025-07-22 16:02:41.810,system,2025-07-22 16:02:41.810
"2025","41430101  ",C,고천동,산지습지,1083.016378790,23999.7331972600,system,2025-07-22 16:02:41.810,system,2025-07-22 16:02:41.810
"2025","41430101  ",D,고천동,호소,1366.781758892,,system,2025-07-22 16:02:41.810,system,2025-07-22 16:02:41.810
"2025","41430101  ",E,고천동,하천습지,78846.707823664,58003.0662007489,system,2025-07-22 16:02:41.810,system,2025-07-22 16:02:41.810
"2025","41430101  ",G,고천동,농업지역,122641.616771985,173122.3802297250,system,2025-07-22 16:02:41.810,system,2025-07-22 16:02:41.810
"2025","41430101  ",H,고천동,조성녹지,248209.017970949,1483530.3973024600,system,2025-07-22 16:02:41.810,system,2025-07-22 16:02:41.810
"2025","41430101  ",I,고천동,시가화건조지,1237873.064129100,171653.7814858620,system,2025-07-22 16:02:41.810,system,2025-07-22 16:02:41.810
"2025","41430102  ",A,이동,자연산림,433189.964269557,10255988.5696992000,system,2025-07-22 16:02:43.022,system,2025-07-22 16:02:43.022
"2025","41430102  ",B,이동,식재산림,264190.134626217,8282812.2074110700,system,2025-07-22 16:02:43.022,system,2025-07-22 16:02:43.022
"2025","41430102  ",D,이동,호소,53.823870745,,system,2025-07-22 16:02:43.022,system,2025-07-22 16:02:43.022
"2025","41430102  ",E,이동,하천습지,15922.710194496,,system,2025-07-22 16:02:43.022,system,2025-07-22 16:02:43.022
"2025","41430102  ",G,이동,농업지역,421638.938202030,658479.1382202860,system,2025-07-22 16:02:43.022,system,2025-07-22 16:02:43.022
"2025","41430102  ",H,이동,조성녹지,316008.615996293,1711418.1704603900,system,2025-07-22 16:02:43.022,system,2025-07-22 16:02:43.022
"2025","41430102  ",I,이동,시가화건조지,1637411.353785460,949284.8266909990,system,2025-07-22 16:02:43.022,system,2025-07-22 16:02:43.022
"2025","41430103  ",A,삼동,자연산림,191586.560250137,5339502.6201782900,system,2025-07-22 16:02:43.765,system,2025-07-22 16:02:43.765
"2025","41430103  ",B,삼동,식재산림,156320.892494990,3842582.6285239600,system,2025-07-22 16:02:43.765,system,2025-07-22 16:02:43.765
"2025","41430103  ",D,삼동,호소,6323.710068979,,system,2025-07-22 16:02:43.765,system,2025-07-22 16:02:43.765
"2025","41430103  ",E,삼동,하천습지,41791.588911918,,system,2025-07-22 16:02:43.765,system,2025-07-22 16:02:43.765
"2025","41430103  ",ETC,삼동,기타,2075.469616920,18679.2265522800,system,2025-07-22 16:02:43.765,system,2025-07-22 16:02:43.765
"2025","41430103  ",G,삼동,농업지역,220313.327080095,641562.5043100330,system,2025-07-22 16:02:43.765,system,2025-07-22 16:02:43.765
"2025","41430103  ",H,삼동,조성녹지,350151.977136826,2293559.6960779300,system,2025-07-22 16:02:43.765,system,2025-07-22 16:02:43.765
"2025","41430103  ",I,삼동,시가화건조지,1594641.438566210,261703.2442421550,system,2025-07-22 16:02:43.765,system,2025-07-22 16:02:43.765
"2025","41430104  ",A,왕곡동,자연산림,3416750.266767690,105160477.9258370000,system,2025-07-22 16:02:44.841,system,2025-07-22 16:02:44.841
"2025","41430104  ",B,왕곡동,식재산림,795105.226983727,19651424.6502302000,system,2025-07-22 16:02:44.841,system,2025-07-22 16:02:44.841
"2025","41430104  ",C,왕곡동,산지습지,30810.229182697,1307173.6319320100,system,2025-07-22 16:02:44.841,system,2025-07-22 16:02:44.841
"2025","41430104  ",D,왕곡동,호소,2666.476969134,980.2074767100,system,2025-07-22 16:02:44.841,system,2025-07-22 16:02:44.841
"2025","41430104  ",E,왕곡동,하천습지,60648.271435929,20997.8383254000,system,2025-07-22 16:02:44.841,system,2025-07-22 16:02:44.841
"2025","41430104  ",ETC,왕곡동,기타,2545.745280677,22911.7075260900,system,2025-07-22 16:02:44.841,system,2025-07-22 16:02:44.841
"2025","41430104  ",G,왕곡동,농업지역,1018738.058374580,5783685.7667292900,system,2025-07-22 16:02:44.841,system,2025-07-22 16:02:44.841
"2025","41430104  ",H,왕곡동,조성녹지,316372.257604762,2172306.1723350800,system,2025-07-22 16:02:44.841,system,2025-07-22 16:02:44.841
"2025","41430104  ",I,왕곡동,시가화건조지,810521.429409754,470778.5281050270,system,2025-07-22 16:02:44.841,system,2025-07-22 16:02:44.841
"2025","41430105  ",A,오전동,자연산림,2989280.372635680,70894233.6843105000,system,2025-07-22 16:02:46.834,system,2025-07-22 16:02:46.834
"2025","41430105  ",B,오전동,식재산림,796110.045315895,19245956.3254322000,system,2025-07-22 16:02:46.834,system,2025-07-22 16:02:46.834
"2025","41430105  ",C,오전동,산지습지,16813.053753632,1600518.6823558000,system,2025-07-22 16:02:46.834,system,2025-07-22 16:02:46.834
"2025","41430105  ",D,오전동,호소,7745.655087486,12821.0406834500,system,2025-07-22 16:02:46.834,system,2025-07-22 16:02:46.834
"2025","41430105  ",E,오전동,하천습지,59972.610705263,13917.0854612067,system,2025-07-22 16:02:46.834,system,2025-07-22 16:02:46.834
"2025","41430105  ",G,오전동,농업지역,691576.741874903,4939908.4151139800,system,2025-07-22 16:02:46.834,system,2025-07-22 16:02:46.834
"2025","41430105  ",H,오전동,조성녹지,532349.517767315,3520939.0301636300,system,2025-07-22 16:02:46.834,system,2025-07-22 16:02:46.834
"2025","41430105  ",I,오전동,시가화건조지,1677128.025558650,187821.9263247570,system,2025-07-22 16:02:46.834,system,2025-07-22 16:02:46.834
"2025","41430106  ",A,학의동,자연산림,4676143.899599330,140518583.0888330000,system,2025-07-22 16:02:50.843,system,2025-07-22 16:02:50.843
"2025","41430106  ",B,학의동,식재산림,1490130.139616690,35908355.1709765000,system,2025-07-22 16:02:50.843,system,2025-07-22 16:02:50.843
"2025","41430106  ",C,학의동,산지습지,34793.319607190,2007216.4684151100,system,2025-07-22 16:02:50.843,system,2025-07-22 16:02:50.843
"2025","41430106  ",D,학의동,호소,285660.568262083,30240.4153673943,system,2025-07-22 16:02:50.843,system,2025-07-22 16:02:50.843
"2025","41430106  ",E,학의동,하천습지,141126.218362876,3200.5474150900,system,2025-07-22 16:02:50.843,system,2025-07-22 16:02:50.843
"2025","41430106  ",ETC,학의동,기타,671.479588693,6043.3162982400,system,2025-07-22 16:02:50.843,system,2025-07-22 16:02:50.843
"2025","41430106  ",G,학의동,농업지역,699460.025286766,2002394.1994285100,system,2025-07-22 16:02:50.843,system,2025-07-22 16:02:50.843
"2025","41430106  ",H,학의동,조성녹지,751924.251022308,2224176.3702848800,system,2025-07-22 16:02:50.843,system,2025-07-22 16:02:50.843
"2025","41430106  ",I,학의동,시가화건조지,1382469.022966470,386642.8286041830,system,2025-07-22 16:02:50.843,system,2025-07-22 16:02:50.843
"2025","41430107  ",A,내손동,자연산림,1882910.652695970,43851648.2800187000,system,2025-07-22 16:02:54.800,system,2025-07-22 16:02:54.800
"2025","41430107  ",B,내손동,식재산림,713867.246576732,18949997.8018112000,system,2025-07-22 16:02:54.800,system,2025-07-22 16:02:54.800
"2025","41430107  ",C,내손동,산지습지,8323.290608463,14590.6356275800,system,2025-07-22 16:02:54.800,system,2025-07-22 16:02:54.800
"2025","41430107  ",D,내손동,호소,7057.833334024,73827.7678890857,system,2025-07-22 16:02:54.800,system,2025-07-22 16:02:54.800
"2025","41430107  ",E,내손동,하천습지,24052.192379980,441.0014101692,system,2025-07-22 16:02:54.800,system,2025-07-22 16:02:54.800
"2025","41430107  ",G,내손동,농업지역,389060.648621299,1171895.4079801000,system,2025-07-22 16:02:54.800,system,2025-07-22 16:02:54.800
"2025","41430107  ",H,내손동,조성녹지,585586.407192732,4546297.8804714800,system,2025-07-22 16:02:54.800,system,2025-07-22 16:02:54.800
"2025","41430107  ",I,내손동,시가화건조지,1749660.831458340,1327511.5735566500,system,2025-07-22 16:02:54.800,system,2025-07-22 16:02:54.800
"2025","41430108  ",A,청계동,자연산림,4835490.870841080,135998169.2335390000,system,2025-07-22 16:02:57.442,system,2025-07-22 16:02:57.442
"2025","41430108  ",B,청계동,식재산림,1550025.138880250,24931540.6438566000,system,2025-07-22 16:02:57.442,system,2025-07-22 16:02:57.442
"2025","41430108  ",C,청계동,산지습지,19149.834300468,1300443.6961893400,system,2025-07-22 16:02:57.442,system,2025-07-22 16:02:57.442
"2025","41430108  ",D,청계동,호소,9090.622077356,,system,2025-07-22 16:02:57.442,system,2025-07-22 16:02:57.442
"2025","41430108  ",E,청계동,하천습지,107968.285902477,55356.5378463100,system,2025-07-22 16:02:57.442,system,2025-07-22 16:02:57.442
"2025","41430108  ",ETC,청계동,기타,1525.895844540,13733.0626008600,system,2025-07-22 16:02:57.442,system,2025-07-22 16:02:57.442
"2025","41430108  ",G,청계동,농업지역,662645.455681046,1004057.6757758500,system,2025-07-22 16:02:57.442,system,2025-07-22 16:02:57.442
"2025","41430108  ",H,청계동,조성녹지,785348.512154139,3616991.8101129200,system,2025-07-22 16:02:57.442,system,2025-07-22 16:02:57.442
"2025","41430108  ",I,청계동,시가화건조지,1251241.981240290,380578.7651247240,system,2025-07-22 16:02:57.442,system,2025-07-22 16:02:57.442
"2025","41430109  ",A,포일동,자연산림,438541.262887431,10955441.5142822000,system,2025-07-22 16:03:01.674,system,2025-07-22 16:03:01.674
"2025","41430109  ",B,포일동,식재산림,289984.316409530,6300392.5218661900,system,2025-07-22 16:03:01.674,system,2025-07-22 16:03:01.674
"2025","41430109  ",C,포일동,산지습지,5558.659375322,145745.8327636300,system,2025-07-22 16:03:01.674,system,2025-07-22 16:03:01.674
"2025","41430109  ",D,포일동,호소,7623.071464532,,system,2025-07-22 16:03:01.674,system,2025-07-22 16:03:01.674
"2025","41430109  ",E,포일동,하천습지,101302.867673797,6579.6450319911,system,2025-07-22 16:03:01.674,system,2025-07-22 16:03:01.674
"2025","41430109  ",ETC,포일동,기타,2464.443455950,22179.9911035500,system,2025-07-22 16:03:01.674,system,2025-07-22 16:03:01.674
"2025","41430109  ",G,포일동,농업지역,459862.036170754,1174784.0354394800,system,2025-07-22 16:03:01.674,system,2025-07-22 16:03:01.674
"2025","41430109  ",H,포일동,조성녹지,456937.092757871,1907437.8373487100,system,2025-07-22 16:03:01.674,system,2025-07-22 16:03:01.674
"2025","41430109  ",I,포일동,시가화건조지,1253265.051553770,560125.3169784320,system,2025-07-22 16:03:01.674,system,2025-07-22 16:03:01.674
"2025","41430110  ",A,월암동,자연산림,174477.951590301,4689113.8733573200,system,2025-07-22 16:03:04.370,system,2025-07-22 16:03:04.370
"2025","41430110  ",B,월암동,식재산림,171113.807010250,4138749.7039020300,system,2025-07-22 16:03:04.370,system,2025-07-22 16:03:04.370
"2025","41430110  ",C,월암동,산지습지,2098.191884592,44062.0295764300,system,2025-07-22 16:03:04.370,system,2025-07-22 16:03:04.370
"2025","41430110  ",D,월암동,호소,425517.384571775,17519.9267617300,system,2025-07-22 16:03:04.370,system,2025-07-22 16:03:04.370
"2025","41430110  ",E,월암동,하천습지,20507.552406409,,system,2025-07-22 16:03:04.370,system,2025-07-22 16:03:04.370
"2025","41430110  ",G,월암동,농업지역,268663.536673103,331973.1266757490,system,2025-07-22 16:03:04.370,system,2025-07-22 16:03:04.370
"2025","41430110  ",H,월암동,조성녹지,357464.173046729,1999834.0210929400,system,2025-07-22 16:03:04.370,system,2025-07-22 16:03:04.370
"2025","41430110  ",I,월암동,시가화건조지,1174522.454668830,277414.6398811940,system,2025-07-22 16:03:04.370,system,2025-07-22 16:03:04.370
"2025","41430111  ",A,초평동,자연산림,431272.467098254,12273120.2694307000,system,2025-07-22 16:03:05.390,system,2025-07-22 16:03:05.390
"2025","41430111  ",B,초평동,식재산림,189771.238891967,4106835.3431958400,system,2025-07-22 16:03:05.390,system,2025-07-22 16:03:05.390
"2025","41430111  ",D,초평동,호소,416299.259099524,121532.5744747800,system,2025-07-22 16:03:05.390,system,2025-07-22 16:03:05.390
"2025","41430111  ",E,초평동,하천습지,28331.086049072,491.1360322020,system,2025-07-22 16:03:05.390,system,2025-07-22 16:03:05.390
"2025","41430111  ",ETC,초평동,기타,1595.471640165,14197.5345316358,system,2025-07-22 16:03:05.390,system,2025-07-22 16:03:05.390
"2025","41430111  ",G,초평동,농업지역,1063062.639730780,1433081.4340921700,system,2025-07-22 16:03:05.390,system,2025-07-22 16:03:05.390
"2025","41430111  ",H,초평동,조성녹지,136815.916975843,175588.2397751850,system,2025-07-22 16:03:05.390,system,2025-07-22 16:03:05.390
"2025","41430111  ",I,초평동,시가화건조지,731936.110957330,323722.0286793430,system,2025-07-22 16:03:05.390,system,2025-07-22 16:03:05.390
"2025","41450101  ",A,천현동,자연산림,609389.681769253,38392823.6537775000,system,2025-07-22 16:03:06.546,system,2025-07-22 16:03:06.546
"2025","41450101  ",B,천현동,식재산림,147068.979673460,5711030.3664114200,system,2025-07-22 16:03:06.546,system,2025-07-22 16:03:06.546
"2025","41450101  ",C,천현동,산지습지,1321.717282405,387263.1637446600,system,2025-07-22 16:03:06.546,system,2025-07-22 16:03:06.546
"2025","41450101  ",D,천현동,호소,7696.608759614,70541.2839231900,system,2025-07-22 16:03:06.546,system,2025-07-22 16:03:06.546
"2025","41450101  ",E,천현동,하천습지,97740.883116471,149719.1108289460,system,2025-07-22 16:03:06.546,system,2025-07-22 16:03:06.546
"2025","41450101  ",G,천현동,농업지역,521099.036996733,221420.9346351560,system,2025-07-22 16:03:06.546,system,2025-07-22 16:03:06.546
"2025","41450101  ",H,천현동,조성녹지,271488.446346633,1505994.3183404800,system,2025-07-22 16:03:06.546,system,2025-07-22 16:03:06.546
"2025","41450101  ",I,천현동,시가화건조지,1348976.947623710,202725.0703573330,system,2025-07-22 16:03:06.546,system,2025-07-22 16:03:06.546
"2025","41450102  ",A,하산곡동,자연산림,5133782.176172420,275963398.2428820000,system,2025-07-22 16:03:08.304,system,2025-07-22 16:03:08.304
"2025","41450102  ",B,하산곡동,식재산림,760154.542288061,27766156.6447426000,system,2025-07-22 16:03:08.304,system,2025-07-22 16:03:08.304
"2025","41450102  ",C,하산곡동,산지습지,90176.938742987,18638959.2024261000,system,2025-07-22 16:03:08.304,system,2025-07-22 16:03:08.304
"2025","41450102  ",D,하산곡동,호소,2786.747672195,13322.5884178600,system,2025-07-22 16:03:08.304,system,2025-07-22 16:03:08.304
"2025","41450102  ",E,하산곡동,하천습지,116979.483739565,317895.7367958450,system,2025-07-22 16:03:08.304,system,2025-07-22 16:03:08.304
"2025","41450102  ",ETC,하산곡동,기타,3205.212082348,28846.9087411200,system,2025-07-22 16:03:08.304,system,2025-07-22 16:03:08.304
"2025","41450102  ",G,하산곡동,농업지역,518277.250051007,430239.9363906600,system,2025-07-22 16:03:08.304,system,2025-07-22 16:03:08.304
"2025","41450102  ",H,하산곡동,조성녹지,204060.488208057,1291002.2068835000,system,2025-07-22 16:03:08.304,system,2025-07-22 16:03:08.304
"2025","41450102  ",I,하산곡동,시가화건조지,1324299.858874370,1901656.9543152600,system,2025-07-22 16:03:08.304,system,2025-07-22 16:03:08.304
"2025","41450103  ",A,창우동,자연산림,1222305.330802250,57106675.9505373000,system,2025-07-22 16:03:10.718,system,2025-07-22 16:03:10.718
"2025","41450103  ",B,창우동,식재산림,643757.407502884,33222136.7524284000,system,2025-07-22 16:03:10.718,system,2025-07-22 16:03:10.718
"2025","41450103  ",C,창우동,산지습지,6906.387566711,1106956.4020809900,system,2025-07-22 16:03:10.718,system,2025-07-22 16:03:10.718
"2025","41450103  ",D,창우동,호소,804.264672490,450.0803865200,system,2025-07-22 16:03:10.718,system,2025-07-22 16:03:10.718
"2025","41450103  ",E,창우동,하천습지,909751.392121862,3943936.8754602300,system,2025-07-22 16:03:10.718,system,2025-07-22 16:03:10.718
"2025","41450103  ",ETC,창우동,기타,1664.007702122,14976.0693191000,system,2025-07-22 16:03:10.718,system,2025-07-22 16:03:10.718
"2025","41450103  ",G,창우동,농업지역,472182.087543625,366898.0783090700,system,2025-07-22 16:03:10.718,system,2025-07-22 16:03:10.718
"2025","41450103  ",H,창우동,조성녹지,248720.828542795,2798665.0231959900,system,2025-07-22 16:03:10.718,system,2025-07-22 16:03:10.718
"2025","41450103  ",I,창우동,시가화건조지,1047539.537679340,104230.0879182070,system,2025-07-22 16:03:10.718,system,2025-07-22 16:03:10.718
"2025","41450104  ",A,배알미동,자연산림,6985399.076404300,335953776.9443010000,system,2025-07-22 16:03:11.891,system,2025-07-22 16:03:11.891
"2025","41450104  ",B,배알미동,식재산림,513246.429492047,22030768.3002164000,system,2025-07-22 16:03:11.891,system,2025-07-22 16:03:11.891
"2025","41450104  ",C,배알미동,산지습지,117869.806462571,2130466.3177782700,system,2025-07-22 16:03:11.891,system,2025-07-22 16:03:11.891
"2025","41450104  ",D,배알미동,호소,299.614775570,,system,2025-07-22 16:03:11.891,system,2025-07-22 16:03:11.891
"2025","41450104  ",E,배알미동,하천습지,906439.017630446,1919103.1268057000,system,2025-07-22 16:03:11.891,system,2025-07-22 16:03:11.891
"2025","41450104  ",G,배알미동,농업지역,63962.256373881,64041.3990277500,system,2025-07-22 16:03:11.891,system,2025-07-22 16:03:11.891
"2025","41450104  ",H,배알미동,조성녹지,182276.725516300,2911685.4763939500,system,2025-07-22 16:03:11.891,system,2025-07-22 16:03:11.891
"2025","41450104  ",I,배알미동,시가화건조지,441043.558551323,,system,2025-07-22 16:03:11.891,system,2025-07-22 16:03:11.891
"2025","41450105  ",A,상산곡동,자연산림,6838772.541173890,371719698.0453790000,system,2025-07-22 16:03:12.565,system,2025-07-22 16:03:12.565
"2025","41450105  ",B,상산곡동,식재산림,845814.531166867,36593781.8851522000,system,2025-07-22 16:03:12.565,system,2025-07-22 16:03:12.565
"2025","41450105  ",C,상산곡동,산지습지,85150.117330248,12057265.4646432000,system,2025-07-22 16:03:12.565,system,2025-07-22 16:03:12.565
"2025","41450105  ",D,상산곡동,호소,1968.121730604,,system,2025-07-22 16:03:12.565,system,2025-07-22 16:03:12.565
"2025","41450105  ",E,상산곡동,하천습지,89843.254401043,6889.4582714600,system,2025-07-22 16:03:12.565,system,2025-07-22 16:03:12.565
"2025","41450105  ",ETC,상산곡동,기타,7312.000454847,65808.0040936200,system,2025-07-22 16:03:12.565,system,2025-07-22 16:03:12.565
"2025","41450105  ",G,상산곡동,농업지역,875210.516005396,748801.6974189200,system,2025-07-22 16:03:12.565,system,2025-07-22 16:03:12.565
"2025","41450105  ",H,상산곡동,조성녹지,329212.622097338,1995003.6419716400,system,2025-07-22 16:03:12.565,system,2025-07-22 16:03:12.565
"2025","41450105  ",I,상산곡동,시가화건조지,1018048.353068280,97118.9119191700,system,2025-07-22 16:03:12.565,system,2025-07-22 16:03:12.565
"2025","41450106  ",D,신장동,호소,13713.337943037,4384.9520212900,system,2025-07-22 16:03:15.170,system,2025-07-22 16:03:15.170
"2025","41450106  ",E,신장동,하천습지,214199.826845646,385523.4680747320,system,2025-07-22 16:03:15.170,system,2025-07-22 16:03:15.170
"2025","41450106  ",G,신장동,농업지역,49427.292186760,74556.5499348600,system,2025-07-22 16:03:15.170,system,2025-07-22 16:03:15.170
"2025","41450106  ",H,신장동,조성녹지,392125.975890677,1786346.3164604600,system,2025-07-22 16:03:15.170,system,2025-07-22 16:03:15.170
"2025","41450106  ",I,신장동,시가화건조지,1522941.496952260,446744.3296227900,system,2025-07-22 16:03:15.170,system,2025-07-22 16:03:15.170
"2025","41450107  ",D,당정동,호소,334.120525394,,system,2025-07-22 16:03:16.732,system,2025-07-22 16:03:16.732
"2025","41450107  ",E,당정동,하천습지,1678844.741571370,4997818.3033059000,system,2025-07-22 16:03:16.732,system,2025-07-22 16:03:16.732
"2025","41450108  ",A,덕풍동,자연산림,217124.012413864,5235220.7222933700,system,2025-07-22 16:03:16.809,system,2025-07-22 16:03:16.809
"2025","41450108  ",B,덕풍동,식재산림,122146.933602080,2930259.3564001200,system,2025-07-22 16:03:16.809,system,2025-07-22 16:03:16.809
"2025","41450108  ",C,덕풍동,산지습지,146.824057751,58142.3268695700,system,2025-07-22 16:03:16.809,system,2025-07-22 16:03:16.809
"2025","41450108  ",D,덕풍동,호소,52474.594961774,,system,2025-07-22 16:03:16.809,system,2025-07-22 16:03:16.809
"2025","41450108  ",E,덕풍동,하천습지,26219.011900159,201321.8385887790,system,2025-07-22 16:03:16.809,system,2025-07-22 16:03:16.809
"2025","41450108  ",G,덕풍동,농업지역,157770.132911086,665291.2471264600,system,2025-07-22 16:03:16.809,system,2025-07-22 16:03:16.809
"2025","41450108  ",H,덕풍동,조성녹지,763201.923230254,5834514.6583526800,system,2025-07-22 16:03:16.809,system,2025-07-22 16:03:16.809
"2025","41450108  ",I,덕풍동,시가화건조지,2255901.596054880,496371.6312969320,system,2025-07-22 16:03:16.809,system,2025-07-22 16:03:16.809
"2025","41450109  ",B,망월동,식재산림,34541.460817346,449038.9906255000,system,2025-07-22 16:03:20.927,system,2025-07-22 16:03:20.927
"2025","41450109  ",D,망월동,호소,96206.976875848,,system,2025-07-22 16:03:20.927,system,2025-07-22 16:03:20.927
"2025","41450109  ",E,망월동,하천습지,104297.435695363,250339.4627030570,system,2025-07-22 16:03:20.927,system,2025-07-22 16:03:20.927
"2025","41450109  ",G,망월동,농업지역,12754.738807555,,system,2025-07-22 16:03:20.927,system,2025-07-22 16:03:20.927
"2025","41450109  ",H,망월동,조성녹지,1060387.762023430,4114606.6836305200,system,2025-07-22 16:03:20.927,system,2025-07-22 16:03:20.927
"2025","41450109  ",I,망월동,시가화건조지,2075648.462832300,1430208.7784823300,system,2025-07-22 16:03:20.927,system,2025-07-22 16:03:20.927
"2025","41450110  ",A,풍산동,자연산림,236938.341033875,5890731.4460363200,system,2025-07-22 16:03:23.733,system,2025-07-22 16:03:23.733
"2025","41450110  ",B,풍산동,식재산림,168019.134568070,3855009.1627522400,system,2025-07-22 16:03:23.733,system,2025-07-22 16:03:23.733
